depth,SP,GR,LLD,LLS,DEN,AC,litholody
1044.3,26.54,92.78,1.909,1.414,2.119,115.248,shale
1044.4,26.347,90.789,1.817,1.327,2.051,116.432,shale
1044.5,26.192,89.212,1.718,1.24,1.978,119.185,shale
1044.6,26.059,87.996,1.625,1.163,1.919,123.43,shale
1044.7,25.9,87.013,1.546,1.099,1.869,128.598,shale
1044.8,25.675,86.087,1.48,1.048,1.828,133.887,shale
1046.4,23.562,85.272,1.429,1.01,1.813,150.88,shale
1046.5,23.422,85.569,1.439,1.006,1.834,150.382,shale
1046.6,23.243,86.068,1.436,0.999,1.855,149.022,shale
1046.7,23.065,86.765,1.419,0.987,1.876,147.803,shale
1046.8,22.934,87.655,1.391,0.969,1.897,147.269,shale
1046.9,22.888,88.668,1.356,0.947,1.921,147.096,shale
1047,22.934,89.654,1.324,0.927,1.949,146.782,shale
1047.1,23.046,90.387,1.302,0.915,1.977,146.025,shale
1047.2,23.159,90.63,1.295,0.915,2.005,145.071,shale
1047.3,23.21,90.283,1.306,0.928,2.027,144.242,shale
1047.4,23.156,89.382,1.332,0.95,2.039,143.446,shale
1047.5,23.003,88.016,1.367,0.977,2.035,142.58,shale
1047.6,22.794,86.421,1.404,1.006,2.013,141.893,shale
1047.7,22.591,84.958,1.433,1.03,1.977,141.9,shale
1047.8,22.44,83.989,1.447,1.045,1.937,142.984,shale
1047.9,22.359,83.709,1.443,1.049,1.903,145.12,shale
1048,22.335,84.13,1.427,1.043,1.883,147.854,shale
1048.1,22.339,85.044,1.406,1.031,1.883,150.503,shale
1048.2,22.343,85.989,1.387,1.019,1.907,152.31,shale
1048.3,22.342,86.448,1.377,1.011,1.948,152.874,shale
1048.4,22.342,86.13,1.377,1.01,1.998,152.497,shale
1048.5,22.35,85.151,1.388,1.018,2.042,151.73,shale
1048.6,22.368,83.907,1.408,1.034,2.073,150.918,shale
1048.7,22.39,82.808,1.435,1.056,2.088,149.939,shale
1048.8,22.404,82.23,1.465,1.083,2.092,148.29,shale
1048.9,22.396,82.441,1.498,1.113,2.093,145.837,shale
1049,22.356,83.391,1.531,1.143,2.095,143.095,shale
1049.1,22.279,84.753,1.564,1.174,2.099,140.73,shale
1049.2,22.17,86.028,1.595,1.204,2.102,138.99,shale
1049.3,22.042,86.886,1.62,1.231,2.1,137.782,shale
1049.4,21.912,87.374,1.641,1.256,2.092,136.881,shale
1049.5,21.797,87.743,1.656,1.277,2.08,136.194,shale
1049.6,21.71,88.281,1.666,1.293,2.069,135.798,shale
1049.7,21.658,89.178,1.67,1.301,2.062,135.562,shale
1049.8,21.636,90.393,1.668,1.303,2.063,135.284,shale
1049.9,21.63,91.536,1.659,1.296,2.069,134.919,shale
1050,21.623,92.103,1.642,1.284,2.079,134.558,shale
1050.1,21.603,91.987,1.619,1.267,2.09,134.214,shale
1050.2,21.563,91.491,1.596,1.251,2.1,133.93,shale
1050.3,21.512,91.146,1.578,1.239,2.108,133.868,shale
1050.4,21.464,91.396,1.57,1.234,2.115,134.124,shale
1050.5,21.434,92.346,1.574,1.239,2.12,134.632,shale
1050.6,21.426,93.966,1.592,1.252,2.125,135.058,shale
1050.7,21.43,96.117,1.616,1.269,2.129,135.059,shale
1050.8,21.42,98.58,1.64,1.286,2.132,134.559,shale
1050.9,21.384,101.123,1.654,1.297,2.133,133.905,shale
1051,21.326,103.446,1.651,1.299,2.133,133.46,shale
1051.1,21.266,105.334,1.631,1.291,2.132,133.48,shale
1051.2,21.23,106.634,1.598,1.275,2.133,134.36,shale
1051.3,21.228,107.3,1.564,1.256,2.135,136.169,shale
1051.4,21.244,107.389,1.536,1.239,2.141,138.332,shale
1051.5,21.254,106.983,1.522,1.232,2.149,139.99,shale
1051.6,21.241,106.205,1.528,1.239,2.157,140.586,shale
1051.7,21.213,105.045,1.555,1.265,2.161,140.221,shale
1051.8,21.196,103.545,1.603,1.308,2.159,139.03,shale
1051.9,21.23,101.797,1.67,1.366,2.148,137.044,shale
1052,21.342,99.903,1.751,1.431,2.13,134.666,shale
1052.1,21.533,98.024,1.835,1.497,2.11,132.706,shale
1052.2,21.777,96.301,1.913,1.553,2.092,131.727,shale
1052.3,22.041,94.819,1.973,1.593,2.084,131.227,shale
1052.4,22.304,93.72,2.011,1.616,2.09,130.212,shale
1052.5,22.556,93.125,2.03,1.626,2.109,128.025,shale
1052.6,22.793,93.111,2.039,1.632,2.141,124.965,shale
1052.7,23.004,93.656,2.051,1.644,2.179,121.568,shale
1052.8,23.173,94.666,2.075,1.668,2.216,118.028,shale
1052.9,23.277,95.942,2.115,1.703,2.247,114.605,shale
1053,23.297,97.217,2.165,1.748,2.266,111.756,shale
1053.1,23.226,98.299,2.216,1.793,2.271,110.131,shale
1053.2,23.079,99.096,2.256,1.828,2.262,109.865,shale
1053.3,22.885,99.601,2.274,1.843,2.238,110.425,shale
1053.4,22.675,99.952,2.266,1.836,2.201,111.256,shale
1053.5,22.472,100.399,2.232,1.806,2.157,112.479,shale
1053.6,22.3,101.145,2.173,1.756,2.111,114.419,shale
1053.7,22.17,102.168,2.088,1.687,2.069,116.73,shale
1053.8,22.082,103.185,1.981,1.601,2.035,119.06,shale
1053.9,22.022,103.812,1.859,1.507,2.01,122.131,shale
1054,21.96,103.815,1.737,1.416,1.997,127.106,shale
1054.1,21.869,103.322,1.627,1.335,1.996,133.829,shale
1054.2,21.739,102.67,1.538,1.271,2.007,140.227,shale
1054.3,21.584,102.112,1.477,1.227,2.029,144.092,shale
1054.4,21.442,101.801,1.445,1.206,2.058,144.997,shale
1054.5,21.346,101.774,1.442,1.207,2.086,144.211,shale
1054.6,21.305,101.849,1.466,1.228,2.108,142.925,shale
1054.7,21.295,101.735,1.514,1.267,2.121,141.315,shale
1054.8,21.276,101.205,1.577,1.315,2.123,139.227,shale
1054.9,21.227,100.173,1.647,1.364,2.119,136.801,shale
1055,21.158,98.768,1.71,1.409,2.113,134.701,shale
1055.1,21.112,97.174,1.761,1.445,2.109,133.508,shale
1055.2,21.133,95.484,1.796,1.471,2.108,133.355,shale
1055.3,21.24,93.768,1.814,1.488,2.105,134.103,shale
1055.4,21.418,92.184,1.818,1.494,2.097,135.387,shale
1055.5,21.623,90.912,1.81,1.492,2.084,136.8,shale
1055.6,21.802,89.972,1.797,1.483,2.07,137.928,shale
1055.7,21.924,89.313,1.782,1.471,2.06,138.166,shale
1055.8,21.991,88.974,1.769,1.457,2.06,137.117,shale
1055.9,22.03,88.872,1.755,1.444,2.072,135.275,shale
1056,22.077,88.814,1.743,1.434,2.092,133.738,shale
1056.1,22.159,88.639,1.733,1.428,2.115,133.302,shale
1056.2,22.281,88.451,1.728,1.426,2.135,133.945,shale
1056.3,22.427,88.517,1.732,1.43,2.15,135.179,shale
1056.4,22.578,88.913,1.75,1.444,2.159,136.326,shale
1056.5,22.726,89.536,1.789,1.472,2.163,136.566,shale
1056.6,22.875,90.281,1.855,1.521,2.165,135.127,shale
1056.7,23.037,91.172,1.952,1.598,2.165,131.902,shale
1056.8,23.227,92.282,2.073,1.701,2.163,127.697,shale
1056.9,23.446,93.487,2.205,1.82,2.158,123.556,shale
1057,23.683,94.473,2.324,1.932,2.153,120.146,shale
1057.1,23.918,94.882,2.412,2.019,2.148,117.765,shale
1057.2,24.124,94.429,2.461,2.07,2.145,116.688,shale
1057.3,24.281,93.254,2.469,2.082,2.144,116.931,shale
1057.4,24.382,91.874,2.442,2.059,2.145,118.034,shale
1057.5,24.426,90.85,2.388,2.009,2.148,119.732,shale
1057.6,24.429,90.432,2.316,1.943,2.154,122.247,shale
1057.7,24.422,90.474,2.24,1.871,2.162,125.458,shale
1057.8,24.437,90.615,2.172,1.806,2.172,128.491,shale
1057.9,24.497,90.622,2.124,1.76,2.183,130.234,shale
1058,24.6,90.639,2.104,1.738,2.194,129.965,shale
1058.1,24.723,91.148,2.109,1.74,2.204,127.52,shale
1058.2,24.829,92.648,2.135,1.759,2.212,123.205,shale
1058.3,24.879,95.213,2.171,1.785,2.218,118.091,shale
1058.4,24.854,98.285,2.204,1.81,2.222,113.968,shale
1058.5,24.754,101.005,2.226,1.83,2.221,112.374,shale
1058.6,24.592,102.866,2.228,1.841,2.211,113.443,shale
1058.7,24.393,103.882,2.205,1.838,2.192,116.295,shale
1058.8,24.176,104.473,2.152,1.815,2.164,120.529,shale
1058.9,23.954,105.258,2.064,1.763,2.128,126.342,shale
1059,23.732,106.635,1.944,1.681,2.09,133.357,shale
1059.1,23.516,108.414,1.806,1.579,2.056,140.158,shale
1059.2,23.31,109.965,1.671,1.475,2.034,145.269,shale
1059.3,23.116,110.669,1.56,1.389,2.026,148.217,shale
1059.4,22.927,110.283,1.485,1.332,2.033,149.398,shale
1059.5,22.732,109.033,1.452,1.309,2.053,149.288,shale
1059.6,22.526,107.278,1.462,1.32,2.081,148.122,shale
1059.7,22.321,105.183,1.516,1.366,2.111,146.251,shale
1059.8,22.14,102.861,1.611,1.446,2.139,143.789,shale
1059.9,22.014,100.499,1.745,1.56,2.162,140.475,shale
1060,21.965,98.282,1.91,1.699,2.179,135.825,shale
1060.1,22.004,96.343,2.09,1.847,2.192,130.139,shale
1060.2,22.127,94.701,2.266,1.981,2.204,124.936,shale
1060.3,22.327,93.263,2.416,2.08,2.216,121.517,shale
1060.4,22.599,91.925,2.531,2.141,2.226,119.906,shale
1060.5,22.938,90.662,2.614,2.17,2.235,118.888,shale
1060.6,23.335,89.557,2.675,2.181,2.239,117.525,shale
1060.7,23.779,88.785,2.726,2.183,2.237,115.908,shale
1060.8,24.264,88.425,2.772,2.184,2.229,114.783,shale
1060.9,24.787,88.311,2.817,2.187,2.214,114.598,shale
1061,25.352,88.285,2.86,2.19,2.2,115.063,shale
1061.1,25.954,88.354,2.897,2.194,2.192,116.05,shale
1061.2,26.571,88.745,2.926,2.196,2.199,117.679,shale
1061.3,27.151,89.822,2.943,2.197,2.202,119.959,shale
1061.4,27.633,91.794,2.943,2.193,2.201,122.437,shale
1061.5,27.955,94.475,2.914,2.175,2.192,124.457,shale
1061.6,28.081,97.328,2.838,2.132,2.185,126.066,shale
1061.7,28.002,99.686,2.702,2.05,2.175,128.066,shale
1061.8,27.741,101.127,2.508,1.927,2.16,131.237,shale
1061.9,27.343,101.63,2.28,1.774,2.138,135.438,shale
1062,26.865,101.577,2.048,1.612,2.11,139.909,shale
1062.1,26.361,101.409,1.838,1.461,2.08,144.392,shale
1062.2,25.864,101.448,1.667,1.336,2.052,149,shale
1062.3,25.389,101.577,1.54,1.243,2.031,153.342,shale
1062.4,24.946,101.32,1.456,1.185,2.02,156.613,shale
1062.5,24.543,100.245,1.411,1.157,2.02,158.592,shale
1062.6,24.201,98.281,1.398,1.155,2.028,159.628,shale
1062.7,23.946,95.814,1.41,1.169,2.04,160.009,shale
1062.8,23.79,93.47,1.437,1.195,2.054,159.626,shale
1062.9,23.716,91.734,1.472,1.223,2.067,158.33,shale
1063,23.675,90.84,1.509,1.25,2.08,156.43,shale
1063.1,23.615,90.789,1.539,1.27,2.096,154.398,shale
1063.2,23.5,91.288,1.559,1.281,2.115,152.394,shale
1063.3,23.332,91.912,1.566,1.282,2.133,150.345,shale
1063.4,23.135,92.331,1.563,1.276,2.148,148.377,shale
1063.5,22.941,92.272,1.559,1.27,2.157,146.751,shale
1063.6,22.765,91.598,1.561,1.267,2.16,145.653,shale
1063.7,22.602,90.461,1.571,1.269,2.162,145.22,shale
1063.8,22.438,89.141,1.589,1.275,2.166,145.329,shale
1063.9,22.263,87.984,1.608,1.281,2.173,145.57,shale
1064,22.085,87.262,1.622,1.284,2.182,145.491,shale
1064.1,21.92,87.022,1.628,1.282,2.191,144.88,shale
1064.2,21.782,87.196,1.627,1.276,2.198,143.837,shale
1064.3,21.676,87.638,1.621,1.269,2.203,142.558,shale
1064.4,21.601,88.244,1.618,1.265,2.204,141.257,shale
1064.5,21.545,88.866,1.625,1.269,2.201,139.896,shale
1064.6,21.5,89.32,1.648,1.284,2.193,138.277,shale
1064.7,21.457,89.414,1.688,1.309,2.181,136.368,shale
1064.8,21.413,88.954,1.741,1.343,2.164,134.368,shale
1064.9,21.366,88.023,1.799,1.379,2.146,132.633,shale
1065,21.324,87.02,1.851,1.416,2.131,131.329,shale
1065.1,21.296,86.363,1.892,1.45,2.121,130.768,shale
1065.2,21.293,86.369,1.922,1.482,2.117,130.852,shale
1065.3,21.321,87.031,1.946,1.512,2.115,130.374,shale
1065.4,21.379,88.007,1.967,1.539,2.108,127.997,shale
1065.5,21.469,88.756,1.984,1.56,2.09,123.757,shale
1065.6,21.599,88.878,1.996,1.573,2.061,119.508,shale
1065.7,21.775,88.492,1.999,1.578,2.027,117.187,shale
1065.8,22.004,88.103,1.99,1.574,2,117.1,shale
1065.9,22.277,88.2,1.974,1.563,1.988,118.161,shale
1066,22.577,88.889,1.959,1.552,1.994,119.425,shale
1066.1,22.869,89.843,1.951,1.545,2.016,120.581,shale
1066.2,23.123,90.545,1.955,1.546,2.044,121.136,shale
1066.3,23.317,90.53,1.973,1.558,2.066,120.555,shale
1066.4,23.446,89.726,2.003,1.579,2.074,119.384,shale
1066.5,23.513,88.532,2.038,1.608,2.068,119.183,shale
1066.6,23.524,87.56,2.072,1.636,2.053,120.953,shale
1066.7,23.485,87.305,2.099,1.66,2.036,124.047,shale
1066.8,23.411,87.776,2.117,1.674,2.021,126.878,shale
1066.9,23.324,88.527,2.124,1.678,2.008,128.412,shale
1067,23.246,89.024,2.122,1.671,1.992,128.608,shale
1067.1,23.203,88.951,2.109,1.653,1.97,128.118,shale
1067.2,23.203,88.26,2.083,1.625,1.944,127.507,shale
1067.3,23.236,87.267,2.045,1.588,1.917,127.044,shale
1067.4,23.271,86.566,1.999,1.548,1.899,126.795,shale
1067.5,23.273,86.697,1.948,1.508,1.893,126.648,shale
1067.6,23.226,87.919,1.9,1.472,1.9,126.621,shale
1067.7,23.143,90.107,1.854,1.439,1.919,126.738,shale
1067.8,23.061,92.843,1.813,1.406,1.943,126.798,shale
1067.9,23.018,95.631,1.77,1.371,1.969,126.795,shale
1068,23.025,98.075,1.725,1.334,1.992,127.3,shale
1068.1,23.055,99.845,1.676,1.296,2.013,129.198,shale
1068.2,23.053,100.739,1.623,1.26,2.029,132.824,shale
1068.3,22.975,100.736,1.57,1.224,2.04,137.423,shale
1068.4,22.809,99.987,1.517,1.188,2.046,141.792,shale
1068.5,22.592,98.828,1.469,1.151,2.047,145.172,shale
1068.6,22.384,97.63,1.425,1.116,2.045,147.483,shale
1068.7,22.238,96.595,1.387,1.083,2.042,148.958,shale
1068.8,22.171,95.895,1.359,1.058,2.039,149.902,shale
1068.9,22.156,95.626,1.339,1.041,2.035,150.478,shale
1069,22.146,95.693,1.329,1.032,2.031,150.692,shale
1069.1,22.102,95.976,1.327,1.029,2.026,150.693,shale
1069.2,22.015,96.347,1.332,1.029,2.022,150.601,shale
1069.3,21.898,96.719,1.342,1.031,2.018,150.218,shale
1069.4,21.783,97.032,1.354,1.034,2.016,149.209,shale
1069.5,21.691,97.193,1.368,1.037,2.016,147.583,shale
1069.6,21.621,97.019,1.381,1.04,2.019,145.818,shale
1069.7,21.551,96.456,1.392,1.044,2.025,144.434,shale
1069.8,21.454,95.655,1.402,1.051,2.035,143.655,shale
1069.9,21.31,94.799,1.411,1.061,2.047,143.33,shale
1070,21.122,94.012,1.42,1.072,2.057,143.116,shale
1070.1,20.904,93.416,1.43,1.084,2.061,142.754,shale
1070.2,20.676,92.986,1.441,1.095,2.058,142.096,shale
1070.3,20.455,92.489,1.451,1.105,2.05,141.307,shale
1070.4,20.251,91.698,1.461,1.115,2.041,140.752,shale
1070.5,20.067,90.553,1.471,1.125,2.036,140.58,shale
1070.6,19.898,89.225,1.481,1.135,2.038,140.593,shale
1070.7,19.741,88.021,1.491,1.144,2.047,140.612,shale
1070.8,19.594,87.197,1.502,1.152,2.059,140.762,shale
1070.9,19.463,86.922,1.512,1.157,2.072,141.12,shale
1071,19.348,87.168,1.521,1.159,2.083,141.505,shale
1071.1,19.25,87.658,1.528,1.161,2.09,141.566,shale
1071.2,19.168,88.045,1.535,1.163,2.095,141.119,shale
1071.3,19.1,88.108,1.544,1.17,2.098,140.21,shale
1071.4,19.039,87.905,1.555,1.181,2.101,138.884,shale
1071.5,18.978,87.746,1.569,1.195,2.106,137.222,shale
1071.6,18.915,87.932,1.586,1.21,2.116,135.42,shale
1071.7,18.858,88.623,1.605,1.226,2.132,133.907,shale
1071.8,18.811,89.699,1.626,1.243,2.154,132.876,shale
1071.9,18.78,90.772,1.648,1.263,2.179,132.065,shale
1072,18.769,91.384,1.674,1.288,2.2,131.267,shale
1072.1,18.791,91.326,1.702,1.315,2.215,130.596,shale
1072.2,18.857,90.747,1.733,1.343,2.22,130.146,shale
1072.3,18.972,90.047,1.761,1.366,2.215,129.657,shale
1072.4,19.129,89.548,1.778,1.377,2.204,128.896,shale
1072.5,19.302,89.286,1.776,1.372,2.187,127.89,shale
1072.6,19.455,89.096,1.751,1.353,2.166,127.168,shale
1072.7,19.564,88.718,1.709,1.323,2.14,127.399,shale
1072.8,19.624,87.966,1.661,1.29,2.112,128.705,shale
1072.9,19.644,86.835,1.621,1.263,2.085,130.619,shale
1073,19.635,85.473,1.601,1.25,2.062,132.595,shale
1073.1,19.6,84.119,1.608,1.258,2.045,134.096,shale
1073.2,19.537,83.064,1.642,1.285,2.033,133.94,shale
1073.3,19.442,82.623,1.697,1.329,2.026,131.15,shale
1073.4,19.321,82.872,1.765,1.386,2.025,126.205,shale
1073.5,19.187,83.598,1.837,1.449,2.029,120.727,shale
1073.6,19.066,84.486,1.906,1.513,2.039,116.607,shale
1073.7,18.988,85.134,1.967,1.572,2.054,114.928,shale
1073.8,18.985,85.259,2.021,1.624,2.071,115.604,shale
1073.9,19.077,84.998,2.066,1.664,2.088,118.016,shale
1074,19.268,84.596,2.101,1.693,2.104,121.385,shale
1074.1,19.541,84.386,2.12,1.708,2.117,124.455,shale
1074.2,19.855,84.56,2.121,1.713,2.129,126.331,shale
1074.3,20.161,85.071,2.107,1.712,2.14,127.692,shale
1074.4,20.425,85.647,2.087,1.71,2.151,129.4,shale
1074.5,20.645,86.158,2.069,1.711,2.159,131.202,shale
1074.6,20.855,86.57,2.059,1.717,2.162,132.019,shale
1074.7,21.097,86.918,2.058,1.73,2.157,131.003,shale
1074.8,21.4,87.209,2.064,1.747,2.143,128.716,shale
1074.9,21.759,87.492,2.07,1.763,2.124,126.527,shale
1075,22.144,87.694,2.073,1.775,2.103,124.943,shale
1075.1,22.519,87.784,2.073,1.781,2.088,123.843,shale
1075.2,22.863,87.792,2.074,1.781,2.083,123.627,shale
1075.3,23.183,87.791,2.082,1.782,2.091,124.733,shale
1075.4,23.501,87.895,2.103,1.792,2.108,126.928,shale
1075.5,23.842,88.324,2.142,1.817,2.13,128.819,shale
1075.6,24.218,89.198,2.202,1.864,2.15,128.861,shale
1075.7,24.624,90.45,2.286,1.936,2.163,126.896,shale
1075.8,25.045,91.796,2.396,2.033,2.168,124.202,shale
1075.9,25.476,92.776,2.533,2.15,2.166,122.01,shale
1076,25.922,92.991,2.696,2.286,2.159,120.612,shale
1076.1,26.403,92.323,2.884,2.439,2.15,120.054,shale
1076.2,26.931,91.027,3.095,2.609,2.139,120.258,shale
1076.3,27.5,89.571,3.328,2.793,2.127,121.21,shale
1076.4,28.083,88.335,3.579,2.99,2.116,122.721,shale
1076.5,28.643,87.483,3.85,3.193,2.106,124.212,shale
1076.6,29.15,86.928,4.138,3.392,2.096,125.481,sand
1076.7,29.594,86.482,4.431,3.577,2.086,126.527,sand
1076.8,29.986,86.076,4.709,3.735,2.076,127.418,sand
1076.9,30.353,85.655,4.949,3.863,2.067,128.28,sand
1077,30.724,85.079,5.133,3.957,2.06,129.199,sand
1077.1,31.103,84.244,5.26,4.022,2.056,130.199,sand
1077.2,31.468,83.252,5.343,4.068,2.052,130.916,sand
1077.3,31.774,82.358,5.398,4.103,2.049,131.138,sand
1077.4,31.973,81.824,5.436,4.132,2.048,130.917,sand
1077.5,32.033,81.805,5.448,4.149,2.048,130.374,sand
1077.6,31.944,82.256,5.405,4.134,2.05,129.419,sand
1077.7,31.725,82.911,5.265,4.055,2.052,127.943,sand
1077.8,31.414,83.566,4.995,3.885,2.051,126.418,sand
1077.9,31.037,84.127,4.6,3.616,2.047,125.355,sand
1078,30.599,84.687,4.133,3.282,2.037,124.802,sand
1078.1,30.085,85.361,3.662,2.935,2.032,124.56,shale
1078.2,29.488,86.03,3.242,2.623,2.03,124.763,shale
1078.3,28.821,86.419,2.903,2.368,2.027,126.153,shale
1078.4,28.127,86.371,2.652,2.178,2.017,128.439,shale
1078.5,27.473,86.007,2.484,2.052,2.005,129.784,shale
1078.6,26.927,85.49,2.388,1.981,1.999,128.522,shale
1078.7,26.538,84.991,2.35,1.955,2.001,125.182,shale
1078.8,26.316,84.696,2.356,1.963,2.007,121.858,shale
1078.9,26.229,84.599,2.389,1.994,2.011,120.056,shale
1079,26.219,84.581,2.435,2.036,2.006,119.969,shale
1079.1,26.226,84.594,2.48,2.077,1.994,120.749,shale
1079.2,26.207,84.626,2.513,2.108,1.983,122.02,shale
1079.3,26.156,84.778,2.533,2.123,1.982,123.026,shale
1079.4,26.092,85.148,2.543,2.119,1.995,123.067,shale
1079.5,26.041,85.823,2.548,2.103,2.024,122.764,shale
1079.6,26.014,86.757,2.551,2.082,2.064,123.399,shale
1079.7,25.994,87.796,2.558,2.061,2.105,125.295,shale
1079.8,25.948,88.695,2.57,2.047,2.14,127.183,shale
1079.9,25.853,89.101,2.588,2.041,2.164,127.885,shale
1080,25.711,88.85,2.614,2.044,2.177,126.951,shale
1080.1,25.555,88.12,2.644,2.055,2.182,125.087,shale
1080.2,25.422,87.269,2.677,2.071,2.182,123.139,shale
1080.3,25.34,86.677,2.704,2.087,2.18,121.621,shale
1080.4,25.309,86.587,2.717,2.097,2.176,120.967,shale
1080.5,25.313,87.001,2.714,2.098,2.171,121.052,shale
1080.6,25.33,87.785,2.696,2.089,2.166,121.394,shale
1080.7,25.34,88.751,2.671,2.074,2.161,121.604,shale
1080.8,25.333,89.791,2.643,2.055,2.156,121.609,shale
1080.9,25.301,90.769,2.617,2.037,2.152,121.493,shale
1081,25.241,91.487,2.593,2.021,2.147,121.706,shale
1081.1,25.153,91.725,2.566,2.006,2.141,122.84,shale
1081.2,25.037,91.386,2.532,1.987,2.134,125.176,shale
1081.3,24.898,90.561,2.488,1.962,2.128,128.341,shale
1081.4,24.755,89.581,2.44,1.931,2.126,131.575,shale
1081.5,24.634,88.937,2.397,1.9,2.132,133.996,shale
1081.6,24.57,88.952,2.367,1.876,2.146,134.911,shale
1081.7,24.584,89.639,2.358,1.869,2.164,134.043,shale
1081.8,24.688,90.786,2.378,1.883,2.182,131.407,shale
1081.9,24.88,92.109,2.43,1.921,2.197,127.829,shale
1082,25.145,93.327,2.507,1.978,2.207,124.421,shale
1082.1,25.461,94.284,2.598,2.045,2.213,121.901,shale
1082.2,25.813,94.961,2.688,2.11,2.219,120.361,shale
1082.3,26.194,95.354,2.766,2.167,2.224,119.518,shale
1082.4,26.597,95.397,2.83,2.213,2.229,119.178,shale
1082.5,27.014,94.946,2.882,2.249,2.232,119.36,shale
1082.6,27.422,93.793,2.927,2.279,2.231,120.065,shale
1082.7,27.8,91.967,2.976,2.31,2.225,120.881,shale
1082.8,28.143,89.811,3.035,2.347,2.214,121.51,shale
1082.9,28.471,87.802,3.109,2.395,2.2,121.769,shale
1083,28.833,86.371,3.197,2.452,2.184,121.775,shale
1083.1,29.283,85.86,3.294,2.519,2.169,122.047,shale
1083.2,29.849,86.299,3.395,2.59,2.156,122.867,shale
1083.3,30.513,87.264,3.497,2.663,2.146,124.115,shale
1083.4,31.213,88.151,3.604,2.739,2.138,125.454,shale
1083.5,31.87,88.514,3.723,2.82,2.131,126.56,shale
1083.6,32.418,88.28,3.867,2.915,2.123,127.298,shale
1083.7,32.843,87.675,4.045,3.029,2.114,127.764,shale
1083.8,33.178,87.029,4.262,3.165,2.104,128.011,shale
1083.9,33.483,86.646,4.512,3.322,2.096,128.118,shale
1084,33.806,86.751,4.779,3.489,2.09,128.283,sand
1084.1,34.161,87.389,5.037,3.651,2.088,128.506,sand
1084.2,34.526,88.271,5.266,3.795,2.089,128.775,sand
1084.3,34.858,88.966,5.453,3.918,2.091,129.114,sand
1084.4,35.115,89.229,5.595,4.016,2.094,129.43,sand
1084.5,35.279,88.994,5.692,4.089,2.096,129.588,sand
1084.6,35.368,88.367,5.737,4.13,2.096,129.617,sand
1084.7,35.427,87.716,5.716,4.131,2.096,129.698,sand
1084.8,35.493,87.473,5.611,4.083,2.096,129.913,sand
1084.9,35.574,87.865,5.413,3.981,2.099,130.148,sand
1085,35.643,88.824,5.136,3.829,2.107,130.199,sand
1085.1,35.649,90.077,4.808,3.645,2.12,130.092,sand
1085.2,35.535,91.271,4.461,3.448,2.136,129.936,shale
1085.3,35.27,92.187,4.127,3.254,2.154,129.637,shale
1085.4,34.851,92.772,3.825,3.077,2.171,128.993,shale
1085.5,34.3,93.093,3.566,2.921,2.185,128.028,shale
1085.6,33.651,93.347,3.354,2.79,2.195,127.175,shale
1085.7,32.936,93.68,3.184,2.683,2.201,126.772,shale
1085.8,32.184,94.034,3.054,2.601,2.204,126.644,shale
1085.9,31.426,94.347,2.962,2.544,2.206,126.288,shale
1086,30.693,94.613,2.903,2.511,2.208,125.53,shale
1086.1,30.017,94.805,2.872,2.499,2.21,124.644,shale
1086.2,29.411,94.998,2.864,2.503,2.214,123.739,shale
1086.3,28.867,95.308,2.872,2.519,2.218,122.659,shale
1086.4,28.354,95.763,2.89,2.542,2.224,121.456,shale
1086.5,27.83,96.31,2.912,2.567,2.23,120.608,shale
1086.6,27.262,96.874,2.934,2.591,2.235,120.65,shale
1086.7,26.646,97.3,2.955,2.613,2.239,121.535,shale
1086.8,26.006,97.508,2.975,2.631,2.244,122.665,shale
1086.9,25.391,97.51,2.998,2.647,2.248,123.383,shale
1087,24.855,97.165,3.026,2.663,2.252,123.339,shale
1087.1,24.445,96.341,3.06,2.68,2.256,122.446,shale
1087.2,24.182,95.046,3.101,2.699,2.258,120.804,shale
1087.3,24.057,93.245,3.15,2.721,2.258,118.663,shale
1087.4,24.039,90.908,3.211,2.749,2.253,116.362,shale
1087.5,24.082,88.244,3.29,2.786,2.244,114.533,shale
1087.6,24.151,85.516,3.403,2.844,2.227,113.201,shale
1087.7,24.225,82.892,3.561,2.93,2.202,112.077,shale
1087.8,24.312,80.506,3.775,3.052,2.174,111.557,shale
1087.9,24.437,78.467,4.037,3.204,2.145,112.465,shale
1088,24.629,76.865,4.316,3.369,2.124,115.169,shale
1088.1,24.898,75.9,4.553,3.508,2.113,118.779,sand
1088.2,25.23,75.7,4.677,3.582,2.11,121.838,sand
1088.3,25.582,76.16,4.649,3.567,2.112,123.342,sand
