depth,SP,GR,LLD,LLS,DEN,AC,lithology
1278.5,13.118,78.005,3.012,1.985,2.067,109.451,shale
1278.6,13.076,78.107,3.031,1.98,2.084,110.394,shale
1278.7,13.017,79.043,3.076,1.994,2.093,110.655,shale
1278.8,12.925,80.78,3.152,2.029,2.09,110.704,shale
1278.9,12.787,82.955,3.256,2.085,2.08,111.591,shale
1279,12.602,84.973,3.375,2.153,2.073,114.117,shale
1279.1,12.387,86.422,3.471,2.214,2.076,117.355,shale
1279.2,12.165,87.31,3.491,2.238,2.091,119.463,shale
1279.3,11.953,88.005,3.394,2.197,2.117,119.08,shale
1279.4,11.757,88.971,3.189,2.089,2.149,116.929,shale
1279.5,11.574,90.508,2.931,1.942,2.183,115.163,shale
1279.6,11.404,92.453,2.684,1.793,2.211,115.253,shale
1279.7,11.247,94.397,2.489,1.67,2.228,117.314,shale
1279.8,11.103,95.851,2.356,1.583,2.23,119.938,shale
1279.9,10.971,96.449,2.283,1.531,2.217,121.77,shale
1280,10.845,95.941,2.258,1.51,2.192,122.33,shale
1280.1,10.718,94.378,2.268,1.512,2.163,122.156,shale
1280.2,10.591,92.014,2.299,1.529,2.141,122.029,shale
1280.3,10.474,89.149,2.342,1.555,2.13,121.666,shale
1280.4,10.383,86.037,2.393,1.585,2.135,120.611,shale
1280.5,10.324,82.889,2.45,1.619,2.153,118.883,shale
1280.6,10.29,79.988,2.514,1.656,2.181,117.166,shale
1280.7,10.259,77.685,2.588,1.697,2.214,115.558,shale
1280.8,10.216,76.143,2.669,1.741,2.249,113.386,shale
1280.9,10.171,75.452,2.753,1.783,2.281,110.27,shale
1281,10.149,75.515,2.83,1.821,2.302,106.744,shale
1281.1,10.174,76.024,2.896,1.849,2.308,104.338,shale
1281.2,10.252,76.536,2.947,1.868,2.3,104.007,shale
1281.3,10.355,76.748,2.983,1.878,2.284,105.731,shale
1281.4,10.437,76.731,3.009,1.882,2.272,108.343,shale
1281.5,10.463,76.903,3.027,1.884,2.259,110.69,shale
1281.6,10.422,77.634,3.039,1.885,2.242,112.103,shale
1281.7,10.333,78.981,3.038,1.882,2.225,112.303,shale
1281.8,10.239,80.685,3.017,1.871,2.213,111.688,shale
1281.9,10.176,82.369,2.973,1.85,2.214,110.418,shale
1282,10.157,83.648,2.911,1.818,2.219,108.764,shale
1282.1,10.164,84.353,2.84,1.782,2.217,107.655,shale
1282.2,10.173,84.684,2.771,1.745,2.205,107.956,shale
1282.3,10.174,84.97,2.715,1.715,2.186,109.625,shale
1282.4,10.175,85.383,2.675,1.693,2.169,111.583,shale
1282.5,10.199,85.813,2.651,1.681,2.163,112.756,shale
1282.6,10.258,85.919,2.638,1.676,2.174,112.866,shale
1282.7,10.352,85.474,2.636,1.676,2.199,112.262,shale
1282.8,10.475,84.592,2.644,1.68,2.231,111.441,shale
1282.9,10.618,83.579,2.661,1.685,2.258,110.734,shale
1283,10.769,82.833,2.687,1.693,2.272,110.488,shale
1283.1,10.919,82.708,2.718,1.703,2.272,111.062,shale
1283.2,11.046,83.422,2.751,1.713,2.259,112.606,shale
1283.3,11.119,84.954,2.78,1.723,2.242,114.796,shale
1283.4,11.115,87.012,2.797,1.728,2.227,117.018,shale
1283.5,11.03,89.239,2.797,1.727,2.222,118.531,shale
1283.6,10.889,91.362,2.773,1.716,2.23,118.764,shale
1283.7,10.734,93.026,2.723,1.693,2.248,117.582,shale
1283.8,10.605,93.809,2.648,1.658,2.27,115.464,shale
1283.9,10.518,93.429,2.556,1.611,2.287,113.58,shale
1284,10.469,92.022,2.461,1.559,2.292,112.891,shale
1284.1,10.445,90.066,2.375,1.51,2.284,113.602,shale
1284.2,10.443,88.159,2.311,1.469,2.266,115.606,shale
1284.3,10.463,87.012,2.273,1.442,2.246,118.708,shale
1284.4,10.516,87.095,2.259,1.428,2.228,122.225,shale
1284.5,10.61,88.486,2.263,1.425,2.217,125.056,shale
1284.6,10.743,90.759,2.275,1.428,2.212,126.519,shale
1284.7,10.905,93.151,2.286,1.433,2.209,126.846,shale
1284.8,11.08,95.022,2.293,1.435,2.207,127.229,shale
1284.9,11.252,95.994,2.296,1.436,2.203,128.705,shale
1285,11.405,95.929,2.3,1.436,2.198,131.047,shale
1285.1,11.533,94.977,2.31,1.439,2.193,133.372,shale
1285.2,11.627,93.541,2.327,1.445,2.191,134.993,shale
1285.3,11.681,92.084,2.352,1.455,2.194,135.648,shale
1285.4,11.692,90.839,2.383,1.469,2.199,135.499,shale
1285.5,11.666,89.939,2.423,1.486,2.204,134.928,shale
1285.6,11.607,89.509,2.47,1.509,2.209,134.075,shale
1285.7,11.532,89.565,2.523,1.535,2.219,132.914,shale
1285.8,11.458,89.945,2.581,1.564,2.237,131.324,shale
1285.9,11.402,90.291,2.641,1.596,2.261,128.951,shale
1286,11.375,90.317,2.7,1.628,2.285,125.826,shale
1286.1,11.381,89.927,2.755,1.659,2.302,122.628,shale
1286.2,11.426,89.181,2.806,1.687,2.312,119.85,shale
1286.3,11.519,88.158,2.855,1.713,2.317,117.686,shale
1286.4,11.663,86.919,2.9,1.735,2.321,115.957,shale
1286.5,11.848,85.496,2.941,1.753,2.326,114.94,shale
1286.6,12.055,83.962,2.973,1.764,2.327,115.566,shale
1286.7,12.264,82.43,2.992,1.769,2.317,118.264,shale
1286.8,12.457,81.034,2.997,1.767,2.294,122.125,shale
1286.9,12.625,79.905,2.987,1.759,2.264,125.466,shale
1287,12.76,79.102,2.968,1.75,2.232,127.922,shale
1287.1,12.859,78.55,2.946,1.741,2.202,130.359,shale
1287.2,12.916,78.143,2.928,1.735,2.178,133.139,shale
1287.3,12.922,77.763,2.919,1.735,2.162,134.797,shale
1287.4,12.873,77.326,2.92,1.74,2.155,133.542,shale
1287.5,12.769,76.884,2.931,1.752,2.153,129.782,shale
1287.6,12.619,76.633,2.946,1.768,2.152,125.167,shale
1287.7,12.434,76.898,2.951,1.781,2.151,120.598,shale
1287.8,12.217,77.93,2.929,1.782,2.147,116.065,shale
1287.9,11.971,79.748,2.866,1.763,2.14,111.706,shale
1288,11.699,81.971,2.76,1.721,2.129,108.779,shale
1288.1,11.415,83.944,2.629,1.659,2.114,108.695,shale
1288.2,11.131,85.105,2.496,1.592,2.095,111.172,shale
1288.3,10.861,85.173,2.387,1.533,2.074,114.738,shale
1288.4,10.619,84.325,2.314,1.49,2.055,118.154,shale
1288.5,10.409,83.102,2.284,1.469,2.043,120.574,shale
1288.6,10.237,82.065,2.296,1.47,2.04,121.367,shale
1288.7,10.107,81.492,2.343,1.491,2.046,121.029,shale
1288.8,10.027,81.371,2.413,1.528,2.054,120.233,shale
1288.9,10.008,81.517,2.495,1.573,2.058,118.849,shale
1289,10.051,81.778,2.577,1.619,2.054,116.685,shale
1289.1,10.14,82.111,2.648,1.66,2.043,114.193,shale
1289.2,10.25,82.531,2.707,1.693,2.031,112.254,shale
1289.3,10.363,82.934,2.753,1.717,2.015,111.445,shale
1289.4,10.471,83.128,2.789,1.733,1.996,111.563,shale
1289.5,10.584,82.961,2.819,1.745,1.98,111.695,shale
1289.6,10.713,82.469,2.845,1.752,1.972,111.68,shale
1289.7,10.863,81.788,2.867,1.756,1.977,111.731,shale
1289.8,11.031,81.158,2.888,1.76,1.993,111.888,shale
1289.9,11.214,80.79,2.912,1.765,2.017,112.07,shale
1290,11.407,80.619,2.939,1.772,2.046,112.194,shale
1290.1,11.606,80.469,2.969,1.782,2.076,112.242,shale
1290.2,11.802,80.17,2.995,1.793,2.104,112.116,shale
1290.3,11.976,79.684,3.01,1.8,2.128,112.126,shale
1290.4,12.104,79.142,3.008,1.802,2.145,112.376,shale
1290.5,12.166,78.85,2.988,1.795,2.153,112.791,shale
1290.6,12.16,78.999,2.953,1.78,2.152,113.535,shale
1290.7,12.105,79.588,2.912,1.76,2.146,115.035,shale
1290.8,12.029,80.451,2.873,1.739,2.143,117.295,shale
1290.9,11.947,81.431,2.843,1.723,2.146,119.533,shale
1291,11.854,82.342,2.826,1.715,2.153,121.022,shale
1291.1,11.738,83.078,2.82,1.715,2.156,121.677,shale
1291.2,11.583,83.598,2.819,1.721,2.16,121.846,shale
1291.3,11.376,83.956,2.819,1.728,2.166,121.669,shale
1291.4,11.12,84.394,2.815,1.733,2.178,120.987,shale
1291.5,10.83,85.116,2.804,1.735,2.195,119.931,shale
1291.6,10.531,86.058,2.787,1.733,2.21,119.395,shale
1291.7,10.246,87.01,2.767,1.728,2.217,119.524,shale
1291.8,9.982,87.659,2.747,1.721,2.201,119.138,shale
1291.9,9.74,87.751,2.73,1.714,2.178,117.619,shale
1292,9.524,87.22,2.716,1.705,2.143,115.768,shale
1292.1,9.339,86.222,2.705,1.697,2.107,115.182,shale
1292.2,9.183,85.168,2.696,1.688,2.077,116.582,shale
1292.3,9.057,84.34,2.689,1.68,2.064,118.923,shale
1292.4,8.954,83.789,2.683,1.673,2.069,120.472,shale
1292.5,8.859,83.39,2.678,1.669,2.09,120.789,shale
1292.6,8.76,83.124,2.676,1.668,2.118,120.837,shale
1292.7,8.651,83.134,2.679,1.671,2.147,121.091,shale
1292.8,8.543,83.536,2.686,1.678,2.174,121.201,shale
1292.9,8.45,84.364,2.697,1.688,2.197,120.641,shale
1293,8.38,85.495,2.706,1.699,2.214,119.526,shale
1293.1,8.335,86.595,2.71,1.708,2.223,118.677,shale
1293.2,8.308,87.236,2.708,1.713,2.224,118.525,shale
1293.3,8.296,87.133,2.699,1.713,2.22,118.737,shale
1293.4,8.303,86.3,2.689,1.712,2.215,118.812,shale
1293.5,8.317,85.02,2.684,1.712,2.215,118.51,shale
1293.6,8.294,83.682,2.69,1.717,2.223,117.77,shale
1293.7,8.17,82.69,2.708,1.729,2.23,116.617,shale
1293.8,7.902,82.385,2.737,1.749,2.232,115.492,shale
1293.9,7.498,82.899,2.773,1.773,2.215,114.904,shale
1294,7.026,84.085,2.807,1.799,2.186,114.788,shale
1294.1,6.59,85.449,2.834,1.82,2.155,114.824,shale
1294.2,6.287,86.418,2.848,1.833,2.133,114.865,shale
1294.3,6.162,86.584,2.845,1.837,2.121,115.264,shale
1294.4,6.194,85.973,2.826,1.83,2.123,115.912,shale
1294.5,6.317,85.016,2.793,1.814,2.133,116.264,shale
1294.6,6.464,84.301,2.751,1.793,2.15,116.44,shale
1294.7,6.604,84.155,2.702,1.768,2.166,117.037,shale
1294.8,6.734,84.629,2.647,1.739,2.178,118.342,shale
1294.9,6.863,85.467,2.586,1.706,2.179,119.586,shale
1295,6.995,86.339,2.516,1.668,2.173,119.966,shale
1295.1,7.128,87.014,2.437,1.625,2.161,119.484,shale
1295.2,7.254,87.57,2.352,1.578,2.154,118.878,shale
1295.3,7.367,88.252,2.27,1.532,2.147,118.961,shale
1295.4,7.472,89.211,2.203,1.494,2.138,119.805,shale
1295.5,7.583,90.332,2.164,1.472,2.129,121.012,shale
1295.6,7.724,91.373,2.161,1.471,2.125,122.16,shale
1295.7,7.915,92.306,2.2,1.495,2.129,122.871,shale
1295.8,8.176,93.246,2.283,1.546,2.139,122.662,shale
1295.9,8.521,94.252,2.409,1.623,2.153,121.17,shale
1296,8.955,95.312,2.568,1.718,2.169,118.671,shale
1296.1,9.464,96.342,2.74,1.82,2.187,115.939,shale
1296.2,10.018,97.172,2.9,1.912,2.203,113.742,shale
1296.3,10.567,97.707,3.021,1.978,2.216,112.401,shale
1296.4,11.063,98.028,3.095,2.014,2.227,111.479,shale
1296.5,11.469,98.356,3.127,2.024,2.24,110.792,shale
1296.6,11.773,98.821,3.136,2.021,2.256,110.804,shale
1296.7,11.992,99.256,3.141,2.019,2.268,111.437,shale
1296.8,12.162,99.202,3.157,2.025,2.275,112.442,shale
1296.9,12.317,98.258,3.189,2.044,2.275,113.917,shale
1297,12.469,96.517,3.232,2.077,2.271,116.148,shale
1297.1,12.613,94.502,3.276,2.116,2.262,118.822,shale
1297.2,12.738,92.896,3.302,2.148,2.252,120.949,shale
1297.3,12.832,92.312,3.289,2.158,2.242,121.917,shale
1297.4,12.892,93.044,3.221,2.134,2.234,121.976,shale
1297.5,12.922,95,3.101,2.073,2.224,121.91,shale
1297.6,12.941,97.754,2.949,1.988,2.21,121.72,shale
1297.7,12.983,100.73,2.799,1.901,2.191,121.064,shale
1297.8,13.092,103.259,2.682,1.832,2.161,120.553,shale
1297.9,13.311,104.753,2.62,1.793,2.143,120.901,shale
1298,13.667,104.97,2.628,1.794,2.143,121.747,shale
1298.1,14.158,104.143,2.713,1.837,2.162,122.07,shale
1298.2,14.741,102.792,2.872,1.922,2.171,121.266,shale
1298.3,15.317,101.566,3.088,2.039,2.176,119.565,shale
1298.4,15.764,100.866,3.33,2.169,2.182,117.457,shale
1298.5,15.984,100.69,3.553,2.292,2.197,115.203,shale
1298.6,15.945,100.69,3.72,2.388,2.221,113.032,shale
1298.7,15.7,100.543,3.825,2.455,2.24,111.56,shale
1298.8,15.363,100.117,3.884,2.501,2.256,111.181,shale
1298.9,15.068,99.447,3.926,2.538,2.265,111.511,shale
1299,14.917,98.734,3.97,2.575,2.27,112.205,shale
1299.1,14.96,98.149,4.022,2.615,2.272,113.206,shale
1299.2,15.184,97.689,4.075,2.653,2.272,114.401,shale
1299.3,15.545,97.377,4.128,2.685,2.269,115.401,shale
1299.4,15.992,97.228,4.176,2.711,2.264,115.885,shale
1299.5,16.489,97.203,4.222,2.731,2.257,115.802,shale
1299.6,17.008,97.179,4.268,2.748,2.249,115.421,shale
1299.7,17.522,97.064,4.318,2.766,2.24,114.941,shale
1299.8,18.013,96.791,4.378,2.789,2.232,114.563,shale
1299.9,18.475,96.332,4.451,2.822,2.225,114.677,shale
1300,18.904,95.8,4.541,2.866,2.22,115.463,shale
1300.1,19.297,95.333,4.65,2.921,2.216,116.671,shale
1300.2,19.649,94.892,4.778,2.984,2.212,117.78,shale
1300.3,19.943,94.343,4.919,3.052,2.206,118.418,shale
1300.4,20.162,93.547,5.059,3.117,2.198,118.527,shale
1300.5,20.286,92.387,5.177,3.167,2.187,118.491,shale
1300.6,20.296,91.003,5.248,3.194,2.175,118.684,shale
1300.7,20.168,89.782,5.251,3.191,2.163,119.074,shale
1300.8,19.883,89.143,5.173,3.158,2.153,119.349,shale
1300.9,19.435,89.406,5.023,3.099,2.147,119.246,shale
1301,18.834,90.649,4.823,3.023,2.148,118.884,shale
1301.1,18.123,92.606,4.606,2.943,2.155,118.614,shale
1301.2,17.369,94.777,4.4,2.869,2.167,118.565,shale
1301.3,16.644,96.68,4.224,2.809,2.184,118.598,shale
1301.4,16.004,98.044,4.09,2.765,2.204,118.694,shale
1301.5,15.468,98.859,3.998,2.738,2.224,118.748,shale
1301.6,15.012,99.323,3.942,2.724,2.242,118.375,shale
1301.7,14.596,99.718,3.912,2.717,2.258,117.259,shale
1301.8,14.186,100.176,3.891,2.708,2.27,115.378,shale
1301.9,13.781,100.652,3.865,2.69,2.278,113.001,shale
1302,13.406,100.961,3.822,2.658,2.279,110.878,shale
1302.1,13.095,100.791,3.761,2.612,2.275,109.806,shale
1302.2,12.863,99.983,3.691,2.559,2.266,110.035,shale
1302.3,12.694,98.605,3.625,2.507,2.258,111.175,shale
1302.4,12.544,97.01,3.576,2.465,2.252,112.485,shale
1302.5,12.382,95.665,3.552,2.439,2.251,113.482,shale
1302.6,12.198,94.835,3.556,2.431,2.253,114.202,shale
1302.7,12.008,94.476,3.585,2.44,2.256,114.804,shale
1302.8,11.845,94.41,3.629,2.46,2.263,114.971,shale
1302.9,11.731,94.314,3.679,2.486,2.27,114.425,shale
1303,11.672,94.033,3.723,2.511,2.277,113.243,shale
1303.1,11.656,93.524,3.747,2.525,2.281,111.768,shale
1303.2,11.662,92.846,3.742,2.522,2.284,110.39,shale
1303.3,11.674,92.099,3.704,2.498,2.287,109.239,shale
1303.4,11.685,91.404,3.639,2.456,2.289,108.274,shale
1303.5,11.686,90.881,3.554,2.399,2.289,107.395,shale
1303.6,11.663,90.671,3.453,2.332,2.287,106.672,shale
1303.7,11.586,91,3.338,2.257,2.282,106.319,shale
1303.8,11.432,91.995,3.209,2.177,2.271,105.802,shale
1303.9,11.196,93.452,3.069,2.094,2.258,106.189,shale
1304,10.898,94.969,2.925,2.013,2.25,110.446,shale
1304.1,10.586,96.193,2.792,1.939,2.257,119.702,shale
1304.2,10.32,96.864,2.683,1.881,2.261,131.356,shale
1304.3,10.151,96.942,2.611,1.845,2.254,140.909,shale
1304.4,10.1,96.551,2.583,1.834,2.226,144.085,shale
1304.5,10.157,95.886,2.599,1.848,2.201,138.943,shale
1304.6,10.296,95.223,2.655,1.884,2.192,128.194,shale
1304.7,10.495,94.847,2.74,1.939,2.203,116.402,shale
1304.8,10.747,94.896,2.843,2.004,2.226,108.069,shale
1304.9,11.054,95.452,2.949,2.069,2.25,105.768,shale
1305,11.409,96.575,3.043,2.124,2.266,107.969,shale
1305.1,11.802,98.249,3.118,2.164,2.272,111.205,shale
1305.2,12.212,100.243,3.172,2.187,2.269,113.655,shale
1305.3,12.625,102.04,3.208,2.195,2.261,115.245,shale
1305.4,13.041,103.011,3.234,2.195,2.254,116.089,shale
1305.5,13.482,102.734,3.26,2.195,2.249,116.719,shale
1305.6,13.971,101.269,3.295,2.2,2.248,117.098,shale
1305.7,14.515,99.171,3.342,2.212,2.251,116.678,shale
1305.8,15.097,97.208,3.4,2.232,2.256,115.445,shale
1305.9,15.681,96.003,3.464,2.253,2.259,114.132,shale
1306,16.234,95.827,3.525,2.273,2.258,113.496,shale
1306.1,16.739,96.513,3.575,2.287,2.252,113.592,shale
1306.2,17.196,97.632,3.613,2.296,2.252,113.895,shale
1306.3,17.608,98.688,3.64,2.302,2.255,114.006,shale
1306.4,17.975,99.275,3.663,2.309,2.257,113.905,shale
1306.5,18.276,99.19,3.685,2.319,2.255,113.895,shale
1306.6,18.477,98.48,3.71,2.332,2.249,114.162,shale
1306.7,18.549,97.38,3.734,2.348,2.242,114.53,shale
1306.8,18.479,96.193,3.754,2.361,2.236,114.755,shale
1306.9,18.275,95.088,3.769,2.373,2.233,114.783,shale
1307,17.959,94.111,3.777,2.381,2.234,114.658,shale
1307.1,17.563,93.167,3.78,2.388,2.238,114.344,shale
1307.2,17.114,92.206,3.778,2.393,2.244,113.831,shale
1307.3,16.636,91.355,3.775,2.397,2.248,113.235,shale
1307.4,16.144,90.892,3.77,2.399,2.249,112.793,shale
1307.5,15.648,90.989,3.762,2.397,2.248,112.61,shale
1307.6,15.144,91.547,3.749,2.388,2.246,112.56,shale
1307.7,14.622,92.23,3.73,2.372,2.243,112.502,shale
1307.8,14.061,92.732,3.7,2.348,2.242,112.499,shale
1307.9,13.435,92.985,3.65,2.312,2.242,112.594,shale
1308,12.726,93.158,3.572,2.264,2.246,112.589,shale
1308.1,11.938,93.534,3.462,2.201,2.256,112.229,shale
1308.2,11.107,94.236,3.328,2.13,2.273,111.581,shale
1308.3,10.278,95.119,3.181,2.055,2.294,111.075,shale
1308.4,9.491,95.917,3.035,1.982,2.316,110.981,shale
1308.5,8.769,96.307,2.9,1.915,2.337,111.183,shale
1308.6,8.114,96.104,2.781,1.857,2.35,111.398,shale
1308.7,7.524,95.396,2.679,1.807,2.354,111.703,shale
1308.8,7.005,94.456,2.591,1.762,2.345,112.36,shale
1308.9,6.572,93.624,2.513,1.718,2.324,113.403,shale
1309,6.236,93.151,2.442,1.676,2.296,114.708,shale
1309.1,5.994,93.121,2.378,1.634,2.267,116.055,shale
1309.2,5.814,93.414,2.323,1.597,2.242,117.337,shale
1309.3,5.668,93.817,2.281,1.566,2.223,118.428,shale
1309.4,5.543,94.259,2.252,1.543,2.208,119.161,shale
1309.5,5.45,94.787,2.242,1.532,2.197,119.275,shale
1309.6,5.406,95.43,2.252,1.534,2.19,118.71,shale
1309.7,5.417,96.268,2.284,1.549,2.189,117.813,shale
1309.8,5.467,97.349,2.339,1.577,2.192,116.893,shale
1309.9,5.526,98.644,2.419,1.62,2.198,116.033,shale
1310,5.562,100.006,2.523,1.676,2.204,115.032,shale
1310.1,5.553,101.108,2.65,1.746,2.207,113.947,shale
1310.2,5.495,101.53,2.792,1.825,2.206,113.366,shale
1310.3,5.4,101.151,2.933,1.903,2.2,113.426,shale
1310.4,5.282,100.298,3.048,1.967,2.191,113.177,shale
1310.5,5.146,99.515,3.108,2,2.182,111.653,shale
1310.6,5,99.13,3.092,1.992,2.18,109.346,shale
1310.7,4.861,99.386,3.006,1.943,2.19,107.811,shale
1310.8,4.755,100.238,2.881,1.872,2.21,107.92,shale
1310.9,4.702,101.412,2.758,1.801,2.235,109.189,shale
1311,4.708,102.486,2.671,1.75,2.259,110.813,shale
1311.1,4.755,103.115,2.639,1.728,2.278,112.762,shale
1311.2,4.802,103.128,2.663,1.738,2.292,114.986,shale
1311.3,4.803,102.547,2.732,1.773,2.302,116.435,shale
1311.4,4.74,101.421,2.82,1.821,2.31,116.031,shale
1311.5,4.633,99.956,2.894,1.863,2.319,114.105,shale
1311.6,4.525,98.418,2.924,1.883,2.326,112.288,shale
1311.7,4.457,97.11,2.907,1.876,2.332,111.96,shale
1311.8,4.443,96.155,2.864,1.855,2.336,112.996,shale
1311.9,4.47,95.502,2.827,1.838,2.34,114.035,shale
1312,4.515,95.047,2.823,1.838,2.347,114.002,shale
1312.1,4.568,94.696,2.863,1.864,2.354,112.908,shale
1312.2,4.629,94.321,2.942,1.914,2.362,111.297,shale
1312.3,4.701,93.886,3.041,1.977,2.366,109.805,shale
1312.4,4.774,93.587,3.122,2.033,2.365,108.983,shale
1312.5,4.82,93.698,3.147,2.057,2.358,109.084,shale
1312.6,4.814,94.377,3.089,2.032,2.345,109.901,shale
1312.7,4.751,95.641,2.952,1.958,2.327,110.854,shale
1312.8,4.647,97.251,2.765,1.851,2.304,111.65,shale
1312.9,4.525,98.683,2.561,1.731,2.275,112.615,shale
1313,4.406,99.502,2.368,1.616,2.244,113.947,shale
1313.1,4.296,99.666,2.204,1.517,2.212,115.32,shale
1313.2,4.193,99.46,2.076,1.44,2.182,116.513,shale
1313.3,4.09,99.41,1.988,1.386,2.157,118.015,shale
1313.4,3.996,99.988,1.938,1.357,2.139,120.479,shale
1313.5,3.922,101.286,1.926,1.351,2.132,123.896,shale
1313.6,3.884,103.018,1.948,1.368,2.137,127.244,shale
1313.7,3.884,104.711,2.002,1.407,2.154,129.292,shale
1313.8,3.911,105.826,2.087,1.466,2.18,129.667,shale
1313.9,3.957,106.062,2.198,1.542,2.212,128.309,shale
1314,4.019,105.378,2.323,1.628,2.245,125.249,shale
1314.1,4.105,103.982,2.446,1.713,2.274,120.736,shale
1314.2,4.231,102.2,2.546,1.782,2.295,115.261,shale
1314.3,4.409,100.355,2.606,1.824,2.309,109.838,shale
1314.4,4.647,98.724,2.624,1.836,2.315,105.622,shale
1314.5,4.943,97.363,2.615,1.827,2.319,103.45,shale
1314.6,5.297,96.246,2.602,1.812,2.321,103.513,shale
1314.7,5.71,95.359,2.607,1.808,2.324,105.426,shale
1314.8,6.188,94.548,2.647,1.823,2.325,108.393,shale
1314.9,6.727,93.681,2.727,1.863,2.322,111.501,shale
1315,7.311,92.745,2.843,1.926,2.311,114.062,shale
1315.1,7.913,91.927,2.984,2.006,2.295,115.542,shale
1315.2,8.512,91.414,3.129,2.091,2.276,115.875,shale
1315.3,9.097,91.257,3.261,2.171,2.26,115.568,shale
1315.4,9.675,91.467,3.368,2.241,2.251,115.284,shale
1315.5,10.264,91.997,3.447,2.298,2.25,115.465,shale
1315.6,10.888,92.82,3.501,2.344,2.253,115.948,shale
1315.7,11.559,93.953,3.534,2.379,2.26,116.211,shale
1315.8,12.276,95.356,3.547,2.403,2.267,116.072,shale
1315.9,13.031,97.061,3.541,2.415,2.271,115.944,shale
1316,13.819,99.099,3.52,2.416,2.274,116.419,shale
1316.1,14.642,101.507,3.49,2.408,2.276,117.589,shale
1316.2,15.502,104.242,3.456,2.396,2.274,119.019,shale
1316.3,16.396,107.064,3.424,2.383,2.266,120.218,shale
1316.4,17.318,109.58,3.401,2.376,2.255,121.005,shale
1316.5,18.259,111.328,3.394,2.377,2.243,121.362,shale
1316.6,19.208,111.923,3.407,2.392,2.231,121.123,shale
1316.7,20.162,111.214,3.448,2.423,2.219,120.363,shale
1316.8,21.123,109.481,3.521,2.472,2.207,119.559,shale
1316.9,22.101,107.324,3.63,2.543,2.197,119.184,shale
1317,23.098,105.391,3.78,2.64,2.186,119.172,shale
1317.1,24.107,104.182,3.976,2.766,2.178,119.09,shale
1317.2,25.115,103.746,4.223,2.925,2.171,118.839,shale
1317.3,26.109,103.675,4.528,3.121,2.165,118.803,shale
1317.4,27.078,103.343,4.892,3.355,2.159,119.22,shale
1317.5,28.011,102.171,5.308,3.621,2.151,119.9,shale
1317.6,28.895,99.953,5.757,3.908,2.14,120.68,shale
1317.7,29.721,97.057,6.212,4.196,2.126,121.513,shale
1317.8,30.486,94.193,6.64,4.467,2.111,122.395,shale
1317.9,31.196,91.99,7.016,4.707,2.097,123.297,shale
1318,31.857,90.707,7.338,4.914,2.086,124.128,sand
1318.1,32.472,90.198,7.629,5.104,2.079,124.821,sand
1318.2,33.039,89.977,7.925,5.296,2.076,125.423,sand
1318.3,33.556,89.649,8.247,5.507,2.074,125.948,sand
1318.4,34.017,89.284,8.587,5.734,2.071,126.312,sand
1318.5,34.41,89.357,8.882,5.944,2.068,126.544,sand
1318.6,34.727,90.554,9.017,6.072,2.064,126.728,shale
1318.7,34.96,93.438,8.881,6.048,2.062,126.917,shale
1318.8,35.107,98.074,8.453,5.843,2.065,127.139,shale
1318.9,35.178,103.811,7.832,5.5,2.075,127.329,shale
1319,35.209,109.352,7.174,5.109,2.09,127.282,shale
1319.1,35.257,113.226,6.611,4.758,2.108,126.827,shale
1319.2,35.386,114.498,6.218,4.503,2.126,126.025,shale
1319.3,35.643,113.018,6.024,4.371,2.14,125.032,shale
1319.4,36.031,109.463,6.034,4.368,2.147,124,shale
1319.5,36.504,104.968,6.241,4.49,2.145,123.182,shale
1319.6,36.985,100.664,6.62,4.715,2.135,122.852,shale
1319.7,37.39,97.214,7.101,4.996,2.12,123.151,shale
1319.8,37.661,94.644,7.551,5.246,2.103,124.128,shale
1319.9,37.785,92.748,7.788,5.36,2.089,125.615,shale
1320,37.782,91.417,7.687,5.276,2.081,127.111,shale
1320.1,37.693,90.68,7.28,5.019,2.081,127.971,shale
1320.2,37.56,90.538,6.719,4.677,2.089,127.845,shale
1320.3,37.421,90.751,6.16,4.339,2.102,126.91,shale
1320.4,37.304,90.998,5.697,4.057,2.116,125.661,shale
1320.5,37.228,91.079,5.361,3.849,2.131,124.386,shale
1320.6,37.196,90.929,5.145,3.713,2.142,123.073,shale
1320.7,37.197,90.757,5.026,3.636,2.149,121.809,shale
1320.8,37.211,90.998,4.973,3.599,2.151,120.956,shale
1320.9,37.215,92.055,4.952,3.58,2.15,120.76,shale
1321,37.195,93.918,4.934,3.561,2.147,120.94,shale
1321.1,37.137,96.295,4.895,3.526,2.144,121.084,shale
1321.2,37.04,98.855,4.823,3.469,2.141,121.142,shale
1321.3,36.909,101.202,4.719,3.39,2.139,121.262,shale
1321.4,36.759,102.951,4.591,3.295,2.138,121.349,shale
1321.5,36.611,103.899,4.458,3.196,2.138,121.083,shale
1321.6,36.487,104.132,4.339,3.105,2.14,120.443,shale
1321.7,36.406,103.918,4.251,3.031,2.144,119.906,shale
1321.8,36.384,103.495,4.203,2.981,2.15,119.936,shale
1321.9,36.435,102.813,4.197,2.96,2.158,120.348,shale
1322,36.569,101.572,4.233,2.968,2.163,120.454,shale
1322.1,36.795,99.525,4.304,3.003,2.164,120.002,shale
1322.2,37.095,96.748,4.401,3.06,2.159,119.478,shale
1322.3,37.421,93.719,4.513,3.13,2.148,119.355,shale
