depth(m),SP,GR,LLD,LLS,DEN,AC,lithology
1606.9,65.014,78.068,1.881,1.435,2.153,101.116,shale
1607,64.547,78.364,1.968,1.492,2.15,95.062,shale
1607.1,64.009,78.652,2.047,1.542,2.149,88.631,shale
1607.2,63.433,79.143,2.097,1.573,2.152,83.567,shale
1607.3,62.864,79.865,2.104,1.576,2.157,81.101,shale
1607.4,62.349,80.613,2.062,1.548,2.163,81.645,shale
1607.5,61.91,81.036,1.986,1.499,2.168,85.015,shale
1607.6,61.539,80.777,1.896,1.44,2.17,90.472,shale
1607.7,61.209,79.747,1.809,1.383,2.169,96.571,shale
1607.8,60.897,78.174,1.735,1.336,2.168,101.687,shale
1607.9,60.584,76.406,1.679,1.3,2.165,105,shale
1608,60.258,74.714,1.64,1.276,2.161,106.86,shale
1608.1,59.897,73.276,1.614,1.263,2.156,108.024,shale
1608.2,59.456,72.236,1.6,1.259,2.15,108.955,shale
1608.3,58.876,71.67,1.595,1.26,2.147,109.701,shale
1608.4,58.094,71.527,1.593,1.263,2.147,110.165,shale
1608.5,57.074,71.642,1.591,1.264,2.149,110.372,shale
1608.6,55.822,71.848,1.583,1.258,2.153,110.461,shale
1608.7,54.393,72.078,1.565,1.245,2.158,110.42,shale
1608.8,52.865,72.326,1.539,1.223,2.163,109.812,shale
1608.9,51.291,72.661,1.504,1.193,2.17,107.998,shale
1609,49.664,73.338,1.461,1.152,2.179,105.186,shale
1609.1,47.922,74.591,1.409,1.1,2.19,102.907,shale
1609.2,45.981,76.394,1.346,1.038,2.198,102.874,shale
1609.3,43.796,78.544,1.272,0.972,2.197,105.658,shale
1609.4,41.407,80.817,1.193,0.909,2.193,110.337,shale
1609.5,38.924,83.03,1.117,0.854,2.194,115.581,shale
1609.6,36.491,85.111,1.052,0.81,2.202,120.563,shale
1609.7,34.225,86.987,1.004,0.78,2.214,124.559,shale
1609.8,32.203,88.444,0.973,0.761,2.224,126.579,shale
1609.9,30.457,89.206,0.958,0.753,2.227,125.987,shale
1610,29.013,89.042,0.955,0.751,2.221,123.556,shale
1610.1,27.899,87.945,0.961,0.755,2.21,121.151,shale
1610.2,27.133,86.079,0.971,0.762,2.198,120.13,shale
1610.3,26.698,83.755,0.984,0.772,2.191,120.398,shale
1610.4,26.525,81.38,1.001,0.784,2.189,120.82,shale
1610.5,26.508,79.348,1.021,0.797,2.193,120.568,shale
1610.6,26.54,78.003,1.043,0.812,2.198,119.52,shale
1610.7,26.541,77.455,1.064,0.827,2.201,117.681,shale
1610.8,26.48,77.55,1.081,0.841,2.2,115.315,shale
1610.9,26.372,77.933,1.093,0.851,2.197,113.112,shale
1611,26.255,78.196,1.1,0.858,2.192,111.819,shale
1611.1,26.163,78.111,1.104,0.861,2.19,111.606,shale
1611.2,26.117,77.715,1.105,0.861,2.19,112.242,shale
1611.3,26.112,77.396,1.1,0.855,2.194,113.586,shale
1611.4,26.127,77.681,1.088,0.844,2.201,115.332,shale
1611.5,26.131,78.748,1.066,0.826,2.209,116.882,shale
1611.6,26.097,80.383,1.034,0.802,2.216,117.855,shale
1611.7,26.029,82.176,0.995,0.774,2.222,118.518,shale
1611.8,25.964,83.754,0.956,0.746,2.225,119.421,shale
1611.9,25.966,84.979,0.923,0.722,2.224,120.482,shale
1612,26.1,85.957,0.903,0.707,2.222,121.394,shale
1612.1,26.428,86.784,0.901,0.705,2.218,122.279,shale
1612.2,27.007,87.316,0.921,0.719,2.216,123.166,shale
1612.3,27.896,87.227,0.969,0.75,2.214,123.533,shale
1612.4,29.146,86.168,1.047,0.802,2.212,122.517,shale
1612.5,30.785,83.995,1.154,0.876,2.21,119.974,shale
1612.6,32.783,80.969,1.285,0.97,2.209,116.546,shale
1612.7,35.038,77.624,1.425,1.077,2.208,112.989,shale
1612.8,37.386,74.55,1.555,1.183,2.208,109.881,shale
1612.9,39.644,72.195,1.657,1.273,2.209,107.539,shale
1613,41.655,70.8,1.729,1.339,2.21,106.074,shale
1613.1,43.331,70.392,1.779,1.383,2.212,105.106,shale
1613.2,44.655,70.8,1.823,1.416,2.213,104.073,shale
1613.3,45.667,71.682,1.872,1.448,2.215,102.645,shale
1613.4,46.439,72.648,1.93,1.484,2.218,100.845,shale
1613.5,47.064,73.416,1.992,1.522,2.222,98.974,shale
1613.6,47.643,73.872,2.046,1.556,2.226,97.519,shale
1613.7,48.27,74.096,2.085,1.581,2.23,97.145,shale
1613.8,49.002,74.206,2.104,1.594,2.234,98.013,shale
1613.9,49.85,74.234,2.104,1.592,2.236,99.554,shale
1614,50.789,74.224,2.088,1.579,2.237,101.069,shale
1614.1,51.771,74.163,2.061,1.559,2.237,102.206,shale
1614.2,52.751,74.044,2.031,1.538,2.237,102.865,shale
1614.3,53.699,73.998,2.006,1.523,2.237,103.072,shale
1614.4,54.597,74.167,1.996,1.521,2.24,103.06,shale
1614.5,55.433,74.586,2.013,1.537,2.245,103.12,shale
1614.6,56.208,75.263,2.064,1.575,2.253,103.345,shale
1614.7,56.928,76.144,2.152,1.635,2.263,103.258,shale
1614.8,57.61,77.123,2.27,1.712,2.274,102.187,shale
1614.9,58.277,78.085,2.401,1.795,2.284,100.169,shale
1615,58.945,78.868,2.519,1.87,2.29,97.978,shale
1615.1,59.613,79.237,2.598,1.921,2.292,96.371,shale
1615.2,60.275,79.111,2.627,1.94,2.289,95.609,shale
1615.3,60.925,78.647,2.611,1.928,2.284,95.552,shale
1615.4,61.562,78.06,2.568,1.897,2.278,95.897,shale
1615.5,62.19,77.558,2.52,1.858,2.271,96.377,shale
1615.6,62.807,77.235,2.479,1.822,2.265,96.761,shale
1615.7,63.394,76.896,2.45,1.794,2.257,96.944,shale
1615.8,63.93,76.212,2.432,1.773,2.249,97.001,shale
1615.9,64.411,75.058,2.419,1.758,2.24,97.171,shale
1616,64.846,73.57,2.41,1.747,2.233,97.635,shale
1616.1,65.259,72.162,2.407,1.74,2.23,98.31,shale
1616.2,65.667,71.351,2.411,1.735,2.232,98.893,shale
1616.3,66.069,71.492,2.422,1.733,2.241,99.041,shale
1616.4,66.448,72.565,2.44,1.733,2.254,98.585,shale
1616.5,66.786,74.239,2.46,1.734,2.268,97.57,shale
1616.6,67.07,75.985,2.477,1.735,2.277,96.267,shale
1616.7,67.291,77.294,2.489,1.734,2.278,94.812,shale
1616.8,67.449,77.906,2.492,1.731,2.271,92.85,shale
1616.9,67.547,77.882,2.483,1.725,2.256,90.174,shale
1617,67.597,77.446,2.463,1.715,2.239,87.43,shale
1617.1,67.627,76.883,2.433,1.702,2.221,85.722,shale
1617.2,67.671,76.46,2.4,1.688,2.205,85.219,shale
1617.3,67.756,76.325,2.37,1.676,2.192,85.423,shale
1617.4,67.888,76.512,2.349,1.668,2.185,86.336,shale
1617.5,68.041,77.014,2.34,1.666,2.185,88.395,shale
1617.6,68.178,77.733,2.343,1.669,2.192,91.421,shale
1617.7,68.27,78.462,2.351,1.676,2.205,94.156,shale
1617.8,68.311,78.985,2.356,1.682,2.217,95.711,shale
1617.9,68.316,79.034,2.352,1.687,2.226,96.478,shale
1618,68.302,78.392,2.334,1.685,2.228,97.516,shale
1618.1,68.282,77.028,2.302,1.677,2.223,99.102,shale
1618.2,68.256,75.144,2.261,1.663,2.215,100.644,shale
1618.3,68.222,73.078,2.22,1.647,2.206,101.665,shale
1618.4,68.179,71.267,2.187,1.631,2.201,101.994,shale
1618.5,68.133,70.046,2.166,1.622,2.2,101.884,shale
1618.6,68.101,69.563,2.16,1.62,2.205,101.698,shale
1618.7,68.086,69.728,2.167,1.626,2.212,101.602,shale
1618.8,68.082,70.284,2.184,1.639,2.22,101.5,shale
1618.9,68.077,70.928,2.207,1.655,2.225,101.309,shale
1619,68.064,71.449,2.225,1.667,2.223,101.184,shale
1619.1,68.043,71.81,2.228,1.669,2.215,101.258,shale
1619.2,68.016,72.029,2.208,1.655,2.199,101.49,shale
1619.3,67.977,72.123,2.168,1.625,2.179,101.899,shale
1619.4,67.918,72.098,2.118,1.587,2.16,102.566,shale
1619.5,67.843,71.982,2.079,1.555,2.146,103.351,shale
1619.6,67.767,71.91,2.066,1.539,2.143,103.916,shale
1619.7,67.714,72.114,2.093,1.55,2.151,104.126,shale
1619.8,67.715,72.74,2.166,1.591,2.169,104.11,shale
1619.9,67.793,73.848,2.281,1.663,2.191,103.827,shale
1620,67.959,75.256,2.427,1.757,2.211,102.938,shale
1620.1,68.197,76.625,2.578,1.858,2.224,101.258,shale
1620.2,68.477,77.593,2.7,1.943,2.23,99.088,shale
1620.3,68.758,77.846,2.764,1.991,2.228,97.082,shale
1620.4,69,77.324,2.758,1.991,2.225,95.745,shale
1620.5,69.168,76.283,2.697,1.951,2.222,95.178,shale
1620.6,69.25,75.159,2.606,1.887,2.221,95.25,shale
1620.7,69.262,74.295,2.51,1.817,2.221,95.8,shale
1620.8,69.24,73.737,2.421,1.753,2.223,96.846,shale
1620.9,69.228,73.316,2.345,1.698,2.225,98.447,shale
1621,69.242,72.804,2.28,1.652,2.226,100.355,shale
1621.1,69.27,72.028,2.224,1.616,2.226,102.031,shale
1621.2,69.276,71.003,2.176,1.586,2.225,103.099,shale
1621.3,69.221,69.924,2.136,1.562,2.224,103.702,shale
1621.4,69.088,69.06,2.102,1.542,2.223,104.208,shale
1621.5,68.891,68.546,2.076,1.527,2.224,104.768,shale
1621.6,68.661,68.33,2.056,1.516,2.226,105.187,shale
1621.7,68.429,68.363,2.045,1.509,2.228,105.241,shale
1621.8,68.204,68.608,2.046,1.511,2.228,104.93,shale
1621.9,67.972,69.048,2.068,1.525,2.227,104.089,shale
1622,67.713,69.63,2.113,1.553,2.222,102.129,shale
1622.1,67.412,70.242,2.184,1.596,2.216,98.577,shale
1622.2,67.07,70.811,2.274,1.65,2.209,94.017,shale
1622.3,66.701,71.414,2.369,1.707,2.205,89.959,shale
1622.4,66.321,72.261,2.451,1.759,2.206,87.61,shale
1622.5,65.944,73.608,2.507,1.798,2.216,87.133,shale
1622.6,65.576,75.517,2.532,1.822,2.233,88.175,shale
1622.7,65.22,77.708,2.536,1.832,2.253,90.459,shale
1622.8,64.877,79.637,2.528,1.835,2.271,93.566,shale
1622.9,64.542,80.767,2.515,1.831,2.283,96.512,shale
1623,64.214,80.864,2.498,1.823,2.288,98.322,shale
1623.1,63.897,80.113,2.482,1.814,2.289,99.085,shale
1623.2,63.616,79.074,2.476,1.813,2.29,99.749,shale
1623.3,63.401,78.388,2.494,1.827,2.296,100.607,shale
1623.4,63.275,78.481,2.548,1.866,2.308,100.754,shale
1623.5,63.229,79.303,2.65,1.936,2.323,99.398,shale
1623.6,63.221,80.423,2.799,2.038,2.338,96.774,shale
1623.7,63.189,81.372,2.981,2.164,2.35,93.684,shale
1623.8,63.073,81.909,3.158,2.293,2.357,90.764,shale
1623.9,62.839,82.06,3.283,2.394,2.357,88.615,shale
1624,62.479,82.063,3.328,2.445,2.352,87.9,shale
1624.1,62.01,82.165,3.298,2.443,2.344,88.826,shale
1624.2,61.47,82.46,3.222,2.403,2.336,90.901,shale
1624.3,60.905,82.875,3.139,2.35,2.33,93.241,shale
1624.4,60.357,83.296,3.077,2.307,2.328,95.197,shale
1624.5,59.86,83.673,3.051,2.289,2.328,96.423,shale
1624.6,59.425,84.029,3.065,2.3,2.33,96.548,shale
1624.7,59.035,84.42,3.112,2.336,2.332,95.5,shale
1624.8,58.654,84.912,3.182,2.393,2.335,93.844,shale
1624.9,58.244,85.568,3.263,2.457,2.337,92.169,shale
1625,57.774,86.258,3.332,2.513,2.34,90.614,shale
1625.1,57.228,86.776,3.37,2.548,2.343,89.211,shale
1625.2,56.606,86.936,3.369,2.556,2.347,88.355,shale
1625.3,55.921,86.706,3.334,2.538,2.349,88.441,shale
1625.4,55.206,86.175,3.273,2.5,2.349,89.289,shale
1625.5,54.515,85.544,3.19,2.446,2.346,90.308,shale
1625.6,53.891,84.933,3.086,2.375,2.339,91.067,shale
1625.7,53.353,84.383,2.962,2.289,2.328,91.57,shale
1625.8,52.896,83.748,2.819,2.19,2.316,91.827,shale
1625.9,52.497,82.77,2.671,2.086,2.303,91.764,shale
1626,52.132,81.248,2.536,1.992,2.292,91.353,shale
1626.1,51.781,79.353,2.436,1.921,2.284,90.643,shale
1626.2,51.433,77.479,2.384,1.883,2.281,89.755,shale
1626.3,51.077,76.064,2.386,1.884,2.283,88.656,shale
1626.4,50.694,75.431,2.441,1.921,2.287,87.525,shale
1626.5,50.261,75.703,2.536,1.986,2.293,87.149,shale
1626.6,49.762,76.72,2.645,2.06,2.297,88.206,shale
1626.7,49.207,78.073,2.734,2.12,2.298,90.348,shale
1626.8,48.636,79.23,2.77,2.144,2.297,92.366,shale
1626.9,48.095,79.86,2.743,2.126,2.294,93.396,shale
1627,47.609,79.863,2.67,2.076,2.291,93.795,shale
1627.1,47.171,79.428,2.576,2.012,2.288,94.618,shale
1627.2,46.755,78.857,2.487,1.95,2.286,96.3,shale
1627.3,46.324,78.404,2.412,1.898,2.285,98.191,shale
1627.4,45.851,78.131,2.354,1.854,2.283,99.556,shale
1627.5,45.338,77.966,2.307,1.818,2.28,100.151,shale
1627.6,44.811,77.721,2.27,1.788,2.276,100.062,shale
1627.7,44.307,77.346,2.243,1.767,2.272,99.581,shale
1627.8,43.863,76.934,2.234,1.758,2.269,99.035,shale
1627.9,43.5,76.642,2.249,1.766,2.268,98.726,shale
1628,43.232,76.456,2.291,1.795,2.267,98.732,shale
1628.1,43.073,76.318,2.358,1.841,2.267,98.838,shale
1628.2,43.031,76.104,2.437,1.896,2.267,98.722,shale
1628.3,43.099,75.754,2.509,1.946,2.269,98.313,shale
1628.4,43.271,75.399,2.557,1.98,2.272,97.801,shale
1628.5,43.539,75.32,2.578,1.995,2.277,97.397,shale
1628.6,43.902,75.741,2.585,1.998,2.284,97.276,shale
1628.7,44.362,76.806,2.595,2,2.292,97.347,shale
1628.8,44.925,78.468,2.617,2.009,2.298,97.312,shale
1628.9,45.594,80.44,2.646,2.024,2.3,97.012,shale
1629,46.359,82.245,2.668,2.035,2.296,96.663,shale
1629.1,47.198,83.345,2.663,2.032,2.287,96.706,shale
1629.2,48.07,83.365,2.623,2.007,2.274,97.338,shale
1629.3,48.924,82.243,2.557,1.966,2.261,98.412,shale
1629.4,49.702,80.296,2.489,1.923,2.25,99.77,shale
1629.5,50.348,78.154,2.444,1.892,2.245,101.373,shale
1629.6,50.815,76.482,2.439,1.887,2.247,102.962,shale
1629.7,51.092,75.742,2.483,1.912,2.257,103.865,shale
1629.8,51.199,75.976,2.576,1.97,2.273,103.47,shale
1629.9,51.188,76.883,2.712,2.056,2.293,101.781,shale
1630,51.113,78.019,2.87,2.157,2.312,99.472,shale
1630.1,51.019,78.996,3.023,2.254,2.325,97.386,shale
1630.2,50.935,79.587,3.135,2.325,2.329,95.991,shale
1630.3,50.877,79.691,3.18,2.353,2.323,95.375,shale
1630.4,50.862,79.264,3.153,2.332,2.311,95.535,shale
1630.5,50.909,78.431,3.07,2.274,2.297,96.51,shale
1630.6,51.029,77.389,2.961,2.198,2.284,98.196,shale
1630.7,51.221,76.358,2.853,2.123,2.275,100.087,shale
1630.8,51.465,75.524,2.766,2.061,2.269,101.502,shale
1630.9,51.725,75.092,2.706,2.018,2.267,102.102,shale
1631,51.97,75.127,2.675,1.994,2.266,102.068,shale
1631.1,52.182,75.546,2.668,1.986,2.267,101.804,shale
1631.2,52.35,76.165,2.676,1.99,2.267,101.588,shale
1631.3,52.478,76.852,2.694,2,2.268,101.467,shale
1631.4,52.577,77.551,2.717,2.015,2.27,101.359,shale
1631.5,52.674,78.25,2.745,2.033,2.272,101.233,shale
1631.6,52.81,78.931,2.781,2.055,2.276,101.122,shale
1631.7,53.031,79.617,2.822,2.08,2.281,101.01,shale
1631.8,53.36,80.255,2.864,2.105,2.285,100.837,shale
1631.9,53.784,80.609,2.901,2.126,2.289,100.655,shale
1632,54.253,80.341,2.926,2.139,2.292,100.602,shale
1632.1,54.697,79.396,2.939,2.144,2.293,100.68,shale
1632.2,55.065,78.097,2.95,2.148,2.294,100.782,shale
1632.3,55.335,77.026,2.975,2.16,2.296,100.92,shale
1632.4,55.523,76.732,3.031,2.189,2.298,100.818,shale
1632.5,55.662,77.419,3.123,2.24,2.298,99.748,shale
1632.6,55.797,78.821,3.241,2.305,2.297,97.378,shale
1632.7,55.954,80.288,3.354,2.366,2.291,94.457,shale
1632.8,56.145,81.077,3.415,2.399,2.28,92.387,shale
1632.9,56.365,80.801,3.388,2.383,2.266,91.888,shale
1633,56.612,79.657,3.272,2.317,2.251,92.767,shale
1633.1,56.886,78.214,3.103,2.221,2.237,94.753,shale
1633.2,57.192,76.984,2.928,2.119,2.226,97.809,shale
1633.3,57.522,76.241,2.779,2.032,2.218,101.368,shale
1633.4,57.863,75.982,2.67,1.966,2.214,104.076,shale
1633.5,58.194,75.997,2.595,1.922,2.212,105.123,shale
1633.6,58.478,76.089,2.548,1.895,2.214,104.947,shale
1633.7,58.678,76.247,2.522,1.883,2.218,104.499,shale
1633.8,58.762,76.506,2.52,1.887,2.227,104.108,shale
1633.9,58.724,76.867,2.546,1.909,2.238,103.524,shale
1634,58.579,77.328,2.611,1.955,2.252,102.637,shale
1634.1,58.346,77.729,2.718,2.028,2.265,101.512,shale
1634.2,58.048,77.9,2.859,2.123,2.275,100.192,shale
1634.3,57.721,77.78,3.011,2.223,2.28,98.723,shale
1634.4,57.415,77.43,3.135,2.305,2.281,97.367,shale
1634.5,57.179,76.956,3.194,2.343,2.278,96.538,shale
1634.6,57.04,76.505,3.178,2.331,2.274,96.412,shale
1634.7,57.001,76.156,3.109,2.28,2.271,96.803,shale
1634.8,57.033,76.01,3.027,2.217,2.27,97.46,shale
1634.9,57.091,76.27,2.967,2.165,2.272,98.301,shale
1635,57.134,77.225,2.953,2.14,2.278,99.131,shale
1635.1,57.153,79.057,2.989,2.147,2.288,99.498,shale
1635.2,57.18,81.874,3.066,2.181,2.303,99.024,shale
1635.3,57.278,85.532,3.167,2.234,2.321,97.761,shale
1635.4,57.495,89.51,3.271,2.292,2.343,96.091,shale
1635.5,57.843,93.163,3.361,2.346,2.365,94.37,shale
1635.6,58.299,96.018,3.43,2.389,2.385,92.937,shale
1635.7,58.826,97.88,3.476,2.419,2.398,92.259,shale
1635.8,59.394,98.809,3.496,2.427,2.397,92.72,shale
1635.9,60.002,98.869,3.475,2.407,2.381,94.099,shale
1636,60.689,98.068,3.396,2.35,2.35,95.649,shale
1636.1,61.519,96.291,3.257,2.257,2.31,97.027,shale
1636.2,62.549,93.44,3.076,2.144,2.267,98.518,shale
1636.3,63.798,89.603,2.89,2.031,2.23,100.37,shale
1636.4,65.227,85.185,2.731,1.937,2.202,102.405,shale
1636.5,66.751,80.84,2.622,1.873,2.185,104.355,shale
1636.6,68.265,77.208,2.572,1.845,2.178,106.287,shale
1636.7,69.672,74.597,2.579,1.851,2.18,108.046,shale
1636.8,70.917,73.006,2.632,1.885,2.189,108.901,shale
1636.9,71.992,72.151,2.711,1.934,2.2,108.195,shale
1637,72.927,71.652,2.791,1.983,2.211,106.27,shale
1637.1,73.765,71.126,2.848,2.017,2.219,104.317,shale
1637.2,74.543,70.438,2.869,2.03,2.222,103.131,shale
1637.3,75.27,69.684,2.855,2.021,2.219,102.766,shale
1637.4,75.935,69.019,2.821,1.999,2.211,103.029,shale
1637.5,76.528,68.617,2.783,1.973,2.201,103.883,shale
1637.6,77.051,68.57,2.755,1.952,2.189,105.28,shale
1637.7,77.517,68.89,2.745,1.94,2.179,106.819,shale
1637.8,77.95,69.535,2.758,1.942,2.172,108.029,shale
1637.9,78.363,70.426,2.795,1.958,2.17,108.698,shale
1638,78.759,71.378,2.856,1.99,2.173,108.771,shale
1638.1,79.116,72.144,2.936,2.034,2.18,108.203,shale
1638.2,79.409,72.502,3.029,2.086,2.188,106.958,shale
1638.3,79.624,72.378,3.123,2.138,2.196,105.228,shale
1638.4,79.769,71.954,3.21,2.186,2.201,103.401,shale
1638.5,79.869,71.682,3.283,2.226,2.204,101.914,shale
1638.6,79.951,71.854,3.341,2.257,2.206,101.09,shale
1638.7,80.041,72.506,3.386,2.281,2.208,100.873,shale
1638.8,80.165,73.542,3.421,2.3,2.211,101.002,shale
1638.9,80.337,74.761,3.445,2.313,2.214,101.221,shale
1639,80.548,75.802,3.455,2.318,2.218,101.345,shale
1639.1,80.773,76.397,3.446,2.314,2.221,101.313,shale
1639.2,80.983,76.456,3.415,2.3,2.223,101.221,shale
1639.3,81.144,76.04,3.369,2.277,2.224,101.381,shale
1639.4,81.233,75.33,3.319,2.251,2.224,102.074,shale
1639.5,81.25,74.631,3.278,2.231,2.222,103.15,shale
1639.6,81.209,74.113,3.257,2.22,2.219,104.131,shale
1639.7,81.133,73.753,3.257,2.221,2.215,104.828,shale
1639.8,81.039,73.39,3.271,2.232,2.211,105.483,shale
1639.9,80.939,72.787,3.288,2.247,2.208,106.27,shale
1640,80.838,71.797,3.293,2.257,2.205,106.998,shale
1640.1,80.746,70.636,3.275,2.256,2.204,107.424,shale
1640.2,80.666,69.779,3.233,2.239,2.203,107.62,shale
1640.3,80.593,69.598,3.173,2.211,2.205,107.74,shale
1640.4,80.508,70.225,3.106,2.175,2.208,107.673,shale
1640.5,80.385,71.433,3.046,2.141,2.214,107.172,shale
1640.6,80.203,72.816,3.003,2.115,2.223,106.322,shale
1640.7,79.945,74.137,2.987,2.103,2.233,105.46,shale
1640.8,79.61,75.497,3.002,2.109,2.245,104.744,shale
1640.9,79.199,77.149,3.046,2.133,2.254,104.139,shale
1641,78.718,79.416,3.112,2.171,2.26,103.608,shale
1641.1,78.185,82.485,3.189,2.215,2.262,103.217,shale
1641.2,77.64,86.135,3.26,2.255,2.259,102.946,shale
1641.3,77.126,89.62,3.308,2.282,2.251,102.672,shale
1641.4,76.688,92.134,3.319,2.286,2.239,102.48,shale
1641.5,76.358,93.097,3.287,2.265,2.226,102.71,shale
1641.6,76.156,92.442,3.219,2.223,2.213,103.627,shale
1641.7,76.083,90.55,3.13,2.168,2.202,105.063,shale
1641.8,76.115,87.985,3.039,2.113,2.194,106.556,shale
1641.9,76.208,85.359,2.962,2.066,2.188,107.799,shale
1642,76.301,83.171,2.909,2.033,2.186,108.811,shale
1642.1,76.34,81.591,2.884,2.016,2.185,109.624,shale
1642.2,76.292,80.612,2.883,2.013,2.184,110.09,shale
1642.3,76.16,80.232,2.9,2.02,2.184,110.083,shale
1642.4,75.985,80.508,2.928,2.032,2.184,109.688,shale
1642.5,75.828,81.346,2.956,2.045,2.184,109.094,shale
1642.6,75.734,82.515,2.978,2.054,2.184,108.396,shale
1642.7,75.718,83.674,2.986,2.054,2.185,107.655,shale
1642.8,75.77,84.477,2.976,2.044,2.184,107.001,shale
1642.9,75.866,84.707,2.951,2.025,2.182,106.557,shale
1643,75.993,84.3,2.916,2.001,2.18,106.355,shale
1643.1,76.142,83.276,2.878,1.977,2.177,106.393,shale
1643.2,76.301,81.839,2.848,1.958,2.175,106.706,shale
1643.3,76.462,80.233,2.83,1.947,2.174,107.251,shale
1643.4,76.617,78.68,2.828,1.947,2.174,107.842,shale
1643.5,76.76,77.306,2.843,1.956,2.176,108.257,shale
1643.6,76.883,76.311,2.872,1.973,2.178,108.422,shale
1643.7,76.988,75.822,2.913,1.997,2.181,108.39,shale
1643.8,77.084,75.811,2.963,2.027,2.185,108.197,shale
1643.9,77.183,76.157,3.021,2.061,2.19,107.916,shale
1644,77.294,76.807,3.089,2.099,2.196,107.689,shale
1644.1,77.421,77.736,3.167,2.142,2.201,107.61,shale
1644.2,77.561,78.876,3.25,2.187,2.202,107.65,shale
1644.3,77.714,80.117,3.331,2.23,2.201,107.708,shale
1644.4,77.869,81.282,3.395,2.264,2.197,107.719,shale
1644.5,78.006,82.085,3.429,2.281,2.192,107.689,shale
1644.6,78.122,82.341,3.427,2.277,2.186,107.635,shale
1644.7,78.234,81.957,3.389,2.255,2.182,107.619,shale
1644.8,78.378,80.972,3.326,2.22,2.179,107.759,shale
1644.9,78.592,79.641,3.252,2.179,2.179,108.142,shale
1645,78.897,78.255,3.183,2.142,2.179,108.645,shale
1645.1,79.271,77.04,3.126,2.113,2.18,108.997,shale
1645.2,79.66,76.174,3.084,2.092,2.181,109.04,shale
1645.3,79.996,75.816,3.056,2.079,2.182,108.827,shale
1645.4,80.23,75.914,3.035,2.071,2.184,108.53,shale
1645.5,80.346,76.148,3.018,2.067,2.185,108.21,shale
1645.6,80.348,76.274,3.005,2.066,2.188,107.871,shale
1645.7,80.254,76.222,2.998,2.069,2.19,107.539,shale
1645.8,80.091,76.11,3.004,2.08,2.192,107.241,shale
1645.9,79.888,76.167,3.025,2.099,2.193,107,shale
1646,79.693,76.518,3.06,2.126,2.191,106.792,shale
1646.1,79.558,77.102,3.102,2.156,2.188,106.659,shale
1646.2,79.523,77.726,3.14,2.185,2.182,106.692,shale
1646.3,79.593,78.201,3.163,2.204,2.175,106.97,shale
1646.4,79.735,78.396,3.165,2.21,2.167,107.407,shale
1646.5,79.896,78.314,3.146,2.2,2.159,107.842,shale
1646.6,80.038,78.071,3.113,2.18,2.153,108.209,shale
1646.7,80.151,77.776,3.078,2.155,2.15,108.5,shale
1646.8,80.243,77.531,3.052,2.135,2.149,108.706,shale
1646.9,80.332,77.522,3.046,2.125,2.151,108.733,shale
1647,80.424,77.95,3.063,2.13,2.157,108.482,shale
1647.1,80.514,78.942,3.1,2.148,2.163,107.984,shale
1647.2,80.582,80.381,3.149,2.175,2.17,107.452,shale
1647.3,80.616,81.894,3.202,2.206,2.175,107.062,shale
1647.4,80.617,83.089,3.248,2.233,2.178,106.868,shale
1647.5,80.604,83.816,3.28,2.252,2.18,106.875,shale
1647.6,80.6,84.163,3.296,2.262,2.182,107.049,shale
1647.7,80.619,84.391,3.302,2.265,2.183,107.313,shale
1647.8,80.658,84.797,3.306,2.266,2.183,107.537,shale
1647.9,80.705,85.49,3.316,2.269,2.182,107.638,shale
1648,80.738,86.313,3.334,2.276,2.178,107.62,shale
1648.1,80.747,86.905,3.357,2.286,2.173,107.612,shale
1648.2,80.752,86.848,3.377,2.295,2.167,107.744,shale
1648.3,80.801,85.839,3.383,2.297,2.163,108.08,shale
1648.4,80.942,83.843,3.369,2.289,2.16,108.615,shale
1648.5,81.198,81.126,3.339,2.271,2.158,109.217,shale
1648.6,81.546,78.155,3.299,2.248,2.158,109.731,shale
1648.7,81.934,75.581,3.262,2.225,2.158,110.056,shale
1648.8,82.302,73.887,3.235,2.208,2.157,110.165,shale
1648.9,82.612,73.171,3.22,2.196,2.155,110.076,shale
1649,82.849,73.196,3.21,2.187,2.154,109.868,shale
1649.1,83.019,73.516,3.197,2.176,2.153,109.661,shale
1649.2,83.13,73.719,3.173,2.159,2.155,109.526,shale
1649.3,83.178,73.646,3.135,2.136,2.159,109.46,shale
1649.4,83.169,73.323,3.089,2.108,2.165,109.361,shale
1649.5,83.129,72.891,3.044,2.082,2.172,109.126,shale
1649.6,83.108,72.438,3.011,2.062,2.179,108.732,shale
1649.7,83.158,72.027,2.997,2.054,2.185,108.194,shale
1649.8,83.313,71.684,3.004,2.058,2.188,107.558,shale
1649.9,83.571,71.447,3.028,2.071,2.188,106.92,shale
1650,83.901,71.441,3.059,2.088,2.186,106.518,shale
1650.1,84.253,71.691,3.082,2.099,2.182,106.618,shale
1650.2,84.589,72.073,3.085,2.097,2.177,107.319,shale
1650.3,84.884,72.474,3.062,2.079,2.171,108.384,shale
1650.4,85.13,72.871,3.019,2.049,2.168,109.288,shale
1650.5,85.322,73.321,2.97,2.015,2.167,109.643,shale
1650.6,85.463,73.806,2.931,1.988,2.168,109.514,shale
1650.7,85.566,74.208,2.918,1.976,2.172,109.221,shale
